model,price,Kilometer,Årgang,Hestekræfter,Km/l,Tophastighed,Brændstoftype,Max. påhæng,Vægt,Gearkasse,Antal døre
"Mercedes GLC43 3,0 AMG aut. 4Matic",824800,85000,2018,367,12,250,Benzin,2.460,1.845,Automatis,5
Mercedes A250 e,379990,7000,2020,218,36,235,Benzin,1.600,1.680,Automatis,5
"Mercedes E220 2,2 CDi stc. aut. BE",144900,298000,2011,170,19,216,Diese,2.100,1.745,Automatis,5
Mercedes C300 de,479990,13000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes GLC250 d 2,2 Exclusive aut. 4Matic",464464,94000,2016,204,18,222,Diese,2.500,1.845,Automatis,5
"Mercedes GLC250 d 2,2 aut. 4Matic",449900,135000,2017,204,20,222,Diese,2.500,1.845,Automatis,5
"Mercedes GLC350 d 3,0 AMG Line aut. 4Matic",659800,111000,2017,258,16,238,Diese,2.500,1.890,Automatis,5
"Mercedes B200 2,0 CDi",99900,162000,2012,140,19,200,Diese,400,1.335,Manue,5
"Mercedes E350 3,0 BlueTEC AMG Line au",329800,143000,2013,252,17,250,Diese,2.100,1.785,Automatis,4
"Mercedes C220 d 2,2 AMG Line stc. au",314900,143000,2017,170,20,231,Diese,1.800,1.615,Automatis,5
"Mercedes 450 SL 4,5 Cabriolet au",199999,149000,1978,245,,,Benzin,,,Automatis,2
"Mercedes E220 d 2,0 Business Edition",55000,96395,2017,194,,,Diese,,,Automatis,
"Mercedes E220 d 2,0 Business stc. au",419800,76000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes C200 2,2 CDi Elegance BE",134500,139000,2011,136,20,220,Diese,1.800,1.405,Manue,4
"Mercedes GL420 4,0 CDi aut. 4Matic",249900,285000,2007,306,9,230,Diese,3.500,2.450,Automatis,5
"Mercedes GLC200 d 2,2 4MATIC",48000,68783,2017,170,,,Diese,,,Automatis,
"Mercedes C300 2,0 AMG Line Cabriolet au",614900,60000,2017,245,15,,Benzin,1.800,1.690,Automatis,2
"Mercedes E220 d 2,0 AMG Line stc. au",429700,73000,2017,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes CLA200 1,6 au",319800,70000,2018,156,18,230,Benzin,1.400,1.430,Automatis,4
"Mercedes C200 2,2 CDi Classic stc",74900,295000,2010,136,18,208,Diese,1.800,1.530,Manue,5
"Mercedes GLE350 d 3,0 AMG Line aut. 4Matic",629900,121000,2016,258,15,225,Diese,2.950,2.175,Automatis,5
"Mercedes C220 d 2,2 stc. au",297500,106000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes R320 3,0 CDi aut. 4Matic lang 7prs",99900,359000,2009,224,11,222,Diese,2.100,2.270,Automatis,5
"Mercedes E200 2,2 BlueTEC Edition E stc. au",299900,81000,2016,136,21,203,Diese,2.100,1.745,Automatis,5
"Mercedes C200 2,2 CDi BE",99900,254000,2013,136,20,218,Diese,1.800,1.465,Manue,4
"Mercedes CLA220 d 2,2 Shooting Brake au",297500,123000,2016,177,24,228,Diese,1.500,1.555,Automatis,5
Mercedes C200,649900,13000,2019,184,16,235,Benzin,1.600,1.545,Automatis,2
Mercedes V300 d,769900,29000,2019,239,19,220,Diese,2.500,3.100,Automatis,
Mercedes GL63,899900,98000,2012,557,8,250,Benzin,3.250,2.480,Automatis,5
"Mercedes CLA220 d 2,2 Shooting Brake au",299990,110000,2017,177,24,228,Diese,1.500,1.555,Automatis,5
"Mercedes C63 4,0 AMG S stc. au",879900,56000,2016,510,12,250,Benzin,,1.800,Automatis,5
"Mercedes E500 4,7 au",459800,96800,2015,408,11,250,Benzin,2.100,1.825,Automatis,4
"Mercedes C220 d 2,2 Business stc. au",299900,122000,2018,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes E350 d 3,0 AMG Line stc. au",609800,82000,2017,258,17,250,Diese,2.100,1.940,Automatis,5
"Mercedes B250 e 1,3 AMG Line au",409800,4000,2021,218,36,235,Benzin,1.600,1.725,Automatis,5
"Mercedes E220 2,2 BlueTEC Avantgarde AMG Line",299700,192000,2015,170,23,227,Diese,2.000,1.660,Automatis,4
"Mercedes A180 1,5 CDi Business",169900,96000,2015,109,26,190,Diese,1.200,1.295,Manue,5
"Mercedes C220 2,2 CDi aut. BE",182000,178000,2012,170,21,231,Diese,1.800,1.510,Automatis,4
"Mercedes A200 d 1,3 AMG Line",59500,19900,2019,162,,,Benzin,,,Automatis,
Mercedes CLA250 e,469800,6000,2020,,36,235,other,,,,
"Mercedes C200 d 2,2 Business au",299900,88000,2017,136,23,216,Diese,1.600,1.505,Automatis,4
"Mercedes C220 d 2,2 Business au",294900,89000,2018,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes CLA200 d 2,2 AMG Line Premiu",89000,19900,2019,190,,,Diese,,,Automatis,
"Mercedes C180 1,6 Avantgarde stc. au",284900,56000,2014,156,18,221,Benzin,1.800,1.400,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",284900,136000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 Business au",299900,108000,2018,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes E220 d 2,0 Avantgarde au",414900,71000,2018,194,24,240,Diese,2.100,1.680,Automatis,4
"Mercedes E220 2,2 CDi Elegance stc. aut. BE",99900,382000,2010,170,16,216,Diese,2.100,1.745,Automatis,5
"Mercedes C220 2,2 CDi stc. BE",149700,136000,2013,170,21,219,Diese,1.800,1.555,Manue,5
Mercedes GLB200 d,499900,20000,2020,150,22,204,Diese,1.800,1.680,Automatis,5
"Mercedes C200 2,2 CDi Elegance stc. au",69800,327000,2008,136,15,204,Diese,1.800,1.545,Automatis,5
Mercedes EQC400 AMG Line aut. 4Matic,689900,19000,2020,408,48,180,other,1.800,2.395,Automatis,5
Mercedes C250 d,284900,109000,2016,204,23,247,Diese,1.800,1.595,Automatis,4
"Mercedes C200 1,8 Komp. Elegance au",209900,21000,2009,184,12,230,Benzin,1.800,1.405,Automatis,4
"Mercedes CLS350 3,5 au",134900,226000,2004,272,10,250,Benzin,1.900,1.630,Automatis,4
"Mercedes AMG GT C 4,0 Roadster au",2179800,9000,2017,557,9,316,Benzin,,1.735,Automatis,2
Mercedes CLA250 e,469800,4000,2020,,36,235,other,,,,
Mercedes CLA250 e,499800,4000,2020,,36,235,other,,,,
"Mercedes E270 2,7 CDi Elegance au",34900,730000,2002,177,15,232,Diese,1.900,1.575,Automatis,4
"Mercedes E300 de 2,0 AMG Line stc. aut. 4Matic",649900,3000,2021,306,30,230,Diese,2.100,2.215,Automatis,5
"Mercedes C200 d 2,2 Avantgarde stc. au",359800,45000,2017,136,21,212,Diese,1.600,1.580,Automatis,5
"Mercedes CLK200 2,0 Komp. Cabriolet au",229900,98000,2006,163,11,,Benzin,,,Automatis,2
Mercedes EQV300 Avantgarde aut. L,599900,2000,2020,204,39,160,other,,2.635,Automatis,
"Mercedes CLA220 2,2 CDi au",249900,122000,2014,170,24,230,Diese,1.500,1.425,Automatis,4
Mercedes EQC400 AMG Line aut. 4Matic,629900,13000,2021,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes A180 d 1,5 Urban",169900,130000,2016,109,26,190,Diese,1.200,1.295,Manue,5
Mercedes C43,699900,53000,2018,367,12,250,Benzin,1.800,1.735,Automatis,5
"Mercedes CLA220 2,2 CDi AMG Line Shooting Brake au",289700,142000,2015,177,24,228,Diese,1.500,1.555,Automatis,5
"Mercedes CLS350 d 3,0 AMG Line au",365000,271000,2015,258,18,,Diese,,,Automatis,4
"Mercedes GLE350 d 3,0 aut. 4Matic",599800,67000,2016,258,15,225,Diese,3.500,2.175,Automatis,5
"Mercedes GLC43 3,0 AMG Coupé aut. 4Matic",1199900,19000,2020,390,11,250,Benzin,2.460,1.875,Automatis,5
"Mercedes GLE350 d 3,0 aut. 4Matic",199900,65000,2016,258,15,225,Diese,3.500,2.175,Automatis,5
"Mercedes GLC43 3,0 AMG aut. 4Matic",1149000,20000,2020,390,10,250,Benzin,2.460,1.870,Automatis,5
"Mercedes E220 d 2,0 Avantgarde au",379900,110000,2017,194,25,240,Diese,2.100,1.680,Automatis,4
"Mercedes C220 d 2,2 stc. au",297500,106000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes C220 2,1 Avantgarde",,207000,2014,170,,,Diese,,,Automatis,
"Mercedes E43 3,0 AMG stc. aut. 4Matic",899800,85000,2018,401,12,250,Benzin,2.100,1.840,Automatis,5
"Mercedes C220 d 2,0 Avantgarde stc. au",374800,103000,2019,194,21,233,Diese,1.800,1.545,Automatis,5
"Mercedes B180 d 1,5 au",319800,24000,2020,116,26,200,Diese,1.400,1.385,Automatis,5
"Mercedes GLC220 d 2,0 aut. 4Matic",684900,2000,2020,194,21,215,Diese,2.500,1.835,Automatis,5
"Mercedes C220 d 2,2 AMG Line stc. au",369900,43000,2018,170,21,229,Diese,1.800,1.515,Automatis,5
"Mercedes A180 2,0 CDi",39700,198000,2010,109,20,186,Diese,,1.245,Manue,5
"Mercedes C220 d 2,2 AMG Line stc. au",369800,86000,2017,170,21,229,Diese,1.800,1.515,Automatis,5
"Mercedes C200 2,0 AMG Line stc. au",379900,52000,2018,184,17,233,Benzin,1.800,1.425,Automatis,5
"Mercedes CLA200 1,6 Shooting Brake  7G-DCT  Stc 7g Au",269900,57000,2015,156,18,225,Benzin,,1.955,Automatis,5
Mercedes EQC400 AMG Line aut. 4Matic,599900,9000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes A180 1,5 CDi Urban au",189900,116000,2015,109,25,190,Diese,1.200,1.325,Automatis,5
"Mercedes E400 3,5 7G-Tronic Plus  Cabr. Au",80000,40000,2016,333,13,250,Benzin,,2.265,Automatis,2
"Mercedes CLA220 d 2,2 Shooting Brake au",309800,95000,2017,177,24,228,Diese,1.500,1.555,Automatis,5
"Mercedes E350 d 3,0 Avantgarde stc. au",549900,144000,2017,258,18,250,Diese,2.100,1.940,Automatis,5
"Mercedes E220 d 2,0 AMG Line au",659800,5000,2021,194,23,240,Diese,2.100,1.750,Automatis,4
"Mercedes E220 d 2,0 Business au",349900,185000,2017,194,26,240,Diese,2.100,1.680,Automatis,4
"Mercedes E220 d 2,0 AMG Line stc. au",479900,52000,2018,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes E350 d 3,0 AMG Line au",489900,88000,2017,258,18,,Diese,,,Automatis,4
"Mercedes C220 d 2,2 Business stc. au",307500,112000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C200 d 1,6 stc. au",249800,118000,2016,136,23,212,Diese,1.600,1.480,Automatis,5
"Mercedes C350 3,0 CDi stc. aut. BE",187500,237000,2011,231,15,244,Diese,1.800,1.650,Automatis,5
"Mercedes C200 2,2 CDi BE",114700,236000,2011,136,21,218,Diese,1.800,1.465,Manue,4
"Mercedes C220 d 2,2 AMG Line stc. aut. 5d",309800,176000,2018,170,,,Diese,,,Automatis,5
"Mercedes E350 3,0 BlueTEC AMG Line stc. au",274900,244000,2014,258,18,245,Diese,2.100,1.855,Automatis,5
"Mercedes GLC350 d 3,0 Exclusive aut. 4Matic",599900,79000,2017,258,16,238,Diese,2.500,1.890,Automatis,5
"Mercedes A200 1,6 Business  5d 6",249000,28000,2018,156,18,224,Benzin,,1.935,Manue,5
"Mercedes C220 d 2,2 stc. au",309800,116000,2018,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes B180 1,8 CDi aut. BE",139900,222000,2013,109,24,190,Diese,1.200,1.405,Automatis,5
"Mercedes GLE350 d 3,0 AMG Line Coupé aut. 4Matic",759900,107000,2018,258,14,226,Diese,3.500,2.250,Automatis,5
"Mercedes C300 h 2,2 HYBRID AMG Line Pac",75000,9600,2018,231,,,other,,,Automatis,
"Mercedes ML250 2,2 BlueTEC - Automatisk - 65.000",55000,65000,2014,204,,,Diese,,,Automatis,
Mercedes A180 d Van,134800,105000,2016,109,26,,Diese,,,,5
Mercedes C220 d Business au,299800,68000,2018,170,23,,Diese,,,Automatis,4
"Mercedes A200 1,6 Urban",234700,59000,2017,156,18,224,Benzin,1.400,1.270,Manue,5
"Mercedes GLE63 5,5 AMG S Coupé aut. 4Matic",1331000,89000,2016,585,8,250,Benzin,3.500,2.250,Automatis,5
Mercedes B220,259900,46000,2015,177,24,224,Diese,1.500,1.505,Automatis,5
"Mercedes B180 1,6 au",259700,68000,2017,122,18,200,Benzin,1.200,1.425,Automatis,5
"Mercedes C220 d 2,2 stc. au",317500,75000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes C250 1,8 aut. BE",159400,194000,2012,204,16,240,Benzin,1.800,1.405,Automatis,4
"Mercedes C250 2,2 CDi stc. aut. BE",69900,425000,2010,204,17,237,Diese,1.800,1.575,Automatis,5
"Mercedes C350 3,5 Coupé aut. BE",299900,99000,2012,306,14,250,Benzin,1.800,1.615,Automatis,2
"Mercedes E300 de 2,0 AMG Line stc. au",569800,34000,2019,306,28,250,Diese,2.100,2.040,Automatis,5
"Mercedes E320 3,0 CDi Avantgarde au",49900,635000,2007,224,13,250,Diese,1.900,1.650,Automatis,4
"Mercedes C220 d 2,2 Avantgarde stc. au",319900,121000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes ML350 3,5 aut. 4Matic BE",499800,133000,2014,306,11,235,Benzin,3.500,2.030,Automatis,5
"Mercedes C220 2,2 BlueTEC Business stc. au",219900,209000,2015,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 stc. au",317500,77000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes C200 d 1,6 Business stc. au",190000,196000,2016,136,23,212,Diese,1.600,1.480,Automatis,5
"Mercedes E300 de 2,0 AMG Line stc. au",609800,23000,2021,306,31,250,Diese,2.100,2.145,Automatis,5
"Mercedes E220 d 2,0 All-Terrain aut. 4Matic",499900,31000,2017,194,19,231,Diese,2.100,1.920,Automatis,5
"Mercedes C200 2,2 CDi Avantgarde stc. aut. BE",139800,234000,2011,136,19,207,Diese,1.800,1.545,Automatis,5
Mercedes B250 e au,179900,29000,2017,184,55,160,other,,1.725,Automatis,5
"Mercedes E63 5,5 AMG S stc. aut. 4Matic",699900,83000,2014,585,10,250,Benzin,,1.945,Automatis,5
"Mercedes C400 3,0 AMG Line aut. 4Matic",389000,98000,2016,333,13,250,Benzin,1.800,1.730,Automatis,4
"Mercedes GLC300 2,0 aut. 4Matic",597000,34000,2017,245,14,236,Benzin,2.400,1.735,Automatis,5
"Mercedes 280 CE 2,8",99800,252000,1979,,,,Benzin,,,Manue,2
Mercedes EQC400 AMG Line aut. 4Matic,659900,5000,2021,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes B180 1,5 CDi BE",169900,154000,2014,109,23,190,Diese,1.200,1.395,Manue,5
"Mercedes A250 e 1,3 AMG Line au",384900,10000,2020,218,37,235,Benzin,1.600,1.680,Automatis,5
"Mercedes A250 e 1,3 AMG Line au",399900,10000,2020,218,37,235,Benzin,1.600,1.680,Automatis,5
"Mercedes GLC220 d 2,2 aut. 4Matic",424900,159000,2017,170,20,210,Diese,2.500,1.845,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",439900,11000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes E400 3,5 aut. 4Matic",398700,165000,2014,333,12,250,Benzin,2.100,1.745,Automatis,4
"Mercedes B200 1,6 au",274900,39000,2018,156,17,220,Benzin,1.400,1.425,Automatis,5
"Mercedes C220 2,2 BlueTEC Avantgarde stc. au",209900,225000,2015,170,22,229,Diese,1.800,1.515,Automatis,5
"Mercedes ML320 3,0 CDi aut. 4Matic",169900,313000,2009,224,10,215,Diese,3.500,2.085,Automatis,5
"Mercedes C220 2,2 BlueTEC Avantgarde stc. au",274900,72000,2015,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 2,2 CDi BE Edition",147900,196000,2014,170,24,232,Diese,1.800,1.500,Manue,4
"Mercedes C300 2,0 AMG Line stc. au",489900,30000,2019,258,17,239,Benzin,1.800,1.465,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",404900,6000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",489800,38000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes E300 de 2,0 AMG Line stc. au",514800,29000,2019,306,28,250,Diese,2.100,2.040,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",299900,77000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes B250 2,0 AMG Line au",464900,7000,2020,224,18,250,Benzin,1.600,1.495,Automatis,5
"Mercedes E220 d 2,0 AMG Line au",499900,78000,2017,194,23,240,Diese,2.100,1.680,Automatis,4
"Mercedes B200 d 2,0 Progressive Line au",349900,49000,2019,150,25,219,Diese,1.600,1.435,Automatis,5
"Mercedes C220 2,2 BlueTEC au",229900,179000,2014,170,23,233,Diese,1.800,1.570,Automatis,4
"Mercedes GLC350 d 3,0 AMG Line aut. 4Matic",599500,96000,2018,258,16,238,Diese,2.500,1.890,Automatis,5
"Mercedes B250 2,0 AMG Line au",469900,32000,2019,224,18,250,Benzin,1.600,1.495,Automatis,5
"Mercedes C350 3,5 Avantgarde aut. BE",209800,191000,2011,306,15,250,Benzin,1.800,1.510,Automatis,4
"Mercedes A180 d 1,5 Business",189900,119000,2016,109,26,190,Diese,1.200,1.295,Manue,5
"Mercedes E450 3,0 Coupé aut. 4Matic",1199900,14000,2021,367,13,250,Benzin,1.800,1.965,Automatis,2
"Mercedes C200 1,5 AMG Line stc. au",469900,14000,2020,184,18,235,Benzin,1.800,1.465,Automatis,5
"Mercedes C250 d 2,2 AMG Line stc. aut. 4Matic",419800,118000,2017,204,20,237,Diese,1.800,1.710,Automatis,5
"Mercedes C220 2,2 BlueTEC Avantgarde stc. au",149900,494000,2015,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 AMG Line stc. au",297500,164000,2017,170,21,231,Diese,1.800,1.615,Automatis,5
"Mercedes E320 3,2 CDi Avantgarde stc. au",54900,532000,2004,204,14,234,Diese,2.100,1.775,Automatis,5
"Mercedes C200 1,8 Komp. Avantgarde au",99500,221000,2007,184,12,230,Benzin,1.800,1.405,Automatis,4
"Mercedes B200 2,0 CDi",67500,234000,2010,140,19,200,Diese,400,1.335,Manue,5
"Mercedes C180 1,8 CGi aut. BE",159900,161000,2010,156,14,220,Benzin,1.800,1.395,Automatis,4
"Mercedes A250 e 1,3 AMG Line au",399900,8000,2020,218,36,235,Benzin,1.600,1.680,Automatis,5
"Mercedes A250 e 1,3 AMG Line au",414900,3000,2020,218,36,240,Benzin,1.600,1.700,Automatis,4
"Mercedes E350 3,0 CDi Cabriolet aut. BE",349000,169000,2011,231,14,250,Diese,1.800,1.745,Automatis,2
Mercedes EQC400 AMG Line aut. 4Matic,609800,13000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes Viano 2,2 CDi Marco Polo Ambiente",250000,251000,2005,150,12,,Diese,2.500,2.150,Manue,4
"Mercedes B180 2,0 CDi",39500,268000,2008,109,18,183,Diese,1.500,1.300,Manue,5
"Mercedes C220 2,2 BlueTEC stc. au",199900,311000,2015,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes A35 2,0 AMG aut. 4Matic",749900,10000,2020,306,15,250,Benzin,1.800,1.470,Automatis,4
"Mercedes C200 2,0 AMG Line stc. au",379900,62000,2018,184,17,233,Benzin,1.800,1.425,Automatis,5
"Mercedes C220 d 2,2 AMG Line stc. au",379900,41000,2018,170,21,229,Diese,1.800,1.515,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",359900,10000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes A200 1,3 Progressive Line au",334900,21000,2019,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes GLC220 d 2,2 AMG Line aut. 4Matic",599900,26000,2018,170,20,210,Diese,2.500,1.845,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",439900,7000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes A220 2,0 AMG Line aut. 4Matic",499900,8000,2020,190,18,235,Benzin,1.800,1.405,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",394900,13000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",529900,5000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes B200 1,6 au",289900,30000,2018,156,16,220,Benzin,1.400,1.325,Automatis,5
"Mercedes C220 d 2,0 Avantgarde stc. au",379900,49000,2019,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes CLA200 d 2,0 AMG Line au",459900,30000,2020,150,26,226,Diese,1.600,1.545,Automatis,4
"Mercedes CLA200 d 2,0 AMG Line au",474900,10000,2020,150,26,226,Diese,1.600,1.545,Automatis,4
"Mercedes GLE350 d 3,0 AMG Line aut. 4Matic",849800,54000,2018,258,15,225,Diese,3.500,2.175,Automatis,5
"Mercedes C220 2,1",132000,288,2011,168,,,Diese,,,Automatis,
"Mercedes C220 d 2,2 AMG Line Coupé au",349900,145000,2016,170,24,235,Diese,1.800,1.615,Automatis,2
"Mercedes C300 d 2,0 AMG Line au",549900,20000,2020,245,22,250,Diese,1.800,1.585,Automatis,4
"Mercedes E200 2,2 CDi Avantgarde au",134900,349000,2013,136,20,207,Diese,1.900,1.635,Automatis,4
"Mercedes SLK230 2,3 Komp. au",99900,269000,1999,193,10,227,Benzin,,1.250,Automatis,2
"Mercedes E220 2,2 BlueTEC stc. au",199900,384000,2015,170,22,222,Diese,2.000,1.745,Automatis,5
"Mercedes E400 3,0 AMG Coupé au",449900,98000,2013,333,13,250,Benzin,1.800,1.625,Automatis,2
"Mercedes C220 d 2,2 Business stc. au",299000,99000,2018,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes E63 6,3 AMG au",599900,74000,2011,525,8,250,Benzin,,1.740,Automatis,4
"Mercedes A180 d 1,5 AMG Line au",249900,61000,2017,109,26,190,Diese,1.200,1.325,Automatis,5
"Mercedes B200 1,8 CDi aut. BE",82500,372000,2012,136,23,210,Diese,1.400,1.405,Automatis,5
"Mercedes B180 1,8 CDi BE",94900,195000,2011,109,23,190,Diese,1.200,1.475,Manue,5
"Mercedes E220 2,2 CDi Cabriolet aut. BE",349900,122000,2011,170,16,230,Diese,1.800,1.695,Automatis,2
"Mercedes C220 2,2 CDi Avantgarde au",109900,237000,2008,170,15,227,Diese,1.800,1.505,Automatis,4
"Mercedes C220 d 2,0 AMG Line Coupé au",599900,42000,2020,194,24,240,Diese,1.800,1.505,Automatis,2
"Mercedes CLA200 1,6 Shooting Brake au",269800,97000,2016,156,18,225,Benzin,1.400,1.460,Automatis,5
Mercedes C63,799900,58000,2016,510,12,250,Benzin,,1.800,Automatis,4
"Mercedes C350 3,0 CDi Avantgarde stc. aut. BE",179900,123000,2012,265,17,250,Diese,1.800,1.660,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",297500,142000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 Avantgarde stc. au",314900,103000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
Mercedes EQC400 AMG Line aut. 4Matic,659900,4000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes C220 d 2,2 AMG Line au",337500,115000,2017,170,22,233,Diese,1.800,1.470,Automatis,4
"Mercedes E220 d 2,0 Avantgarde stc. au",399900,129000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes B200 1,8 CDi aut. BE",109900,392000,2012,136,24,210,Diese,1.400,1.405,Automatis,5
"Mercedes E220 d 2,0 au",274900,326000,2016,194,26,240,Diese,2.100,1.680,Automatis,4
"Mercedes C350 3,5 Avantgarde aut. BE",209900,144000,2012,306,15,250,Benzin,1.800,1.510,Automatis,4
Mercedes EQC400 AMG Line aut. 4Matic,669900,9000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes A250 e 1,3 Progressive au",399900,13000,2020,218,36,235,Benzin,1.600,1.680,Automatis,5
"Mercedes SL55 5,4 AMG au",499900,113000,2004,500,8,250,Benzin,,1.850,Automatis,2
"Mercedes C220 d 2,2 Business stc. au",329800,62000,2018,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes A200 1,3 Progressive Line au",319900,32000,2018,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes CLA200 d 2,0 AMG Line au",479900,11000,2020,150,26,226,Diese,1.600,1.545,Automatis,4
"Mercedes B180 d 1,5 Urban",219900,18000,2017,109,24,190,Diese,1.200,1.395,Manue,5
"Mercedes CLA200 d 2,2 Urban Shooting Brake au",299900,72000,2017,136,24,215,Diese,1.500,1.555,Automatis,5
"Mercedes CLS55 5,4 AMG au",450000,158000,2005,476,7,250,Benzin,1.900,1.820,Automatis,4
"Mercedes A180 d 1,5 Business Progressive Line au",277880,54000,2018,116,26,202,Diese,1.400,1.445,Automatis,5
"Mercedes E220 d 2,0 Avantgarde au",397500,139000,2017,194,25,240,Diese,2.100,1.680,Automatis,4
"Mercedes A200 d 2,0 AMG Line au",404900,17000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes GLA200 d 2,2 Urban",285000,176000,2017,136,24,205,Diese,1.500,1.505,Manue,5
"Mercedes 190 E 2,5 16V au",289800,209000,1990,204,10,230,Benzin,,,Automatis,4
Mercedes EQV300,679800,7000,2020,,38,160,other,,,,
"Mercedes C200 2,0 7G-Tronic AMG-Line 184HK",339900,34100,2016,184,,,Benzin,,,Automatis,
"Mercedes C320 3,0 CDi Avantgarde stc. au",93000,499000,2008,224,14,244,Diese,1.800,1.650,Automatis,5
"Mercedes C220 2,2 CDi Coupé aut. BE",199500,193000,2013,170,20,231,Diese,1.800,1.630,Automatis,2
"Mercedes C180 1,8 Elegance au",59900,101000,1994,122,11,,Benzin,1.500,1.300,Automatis,4
"Mercedes E300 d 2,0 stc. au",499500,55000,2019,245,21,250,Diese,2.100,1.845,Automatis,5
"Mercedes A220 2,2 CDi Urban au",119700,182000,2013,170,23,,Diese,,,Automatis,5
"Mercedes C220 d 2,2 AMG Line stc. au",329900,92000,2017,170,21,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 Avantgarde stc. au",294900,107000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 Avantgarde stc. au",304900,77000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes CLA200 1,3 AMG Line au",464900,12000,2020,163,20,229,Benzin,1.600,1.310,Automatis,4
"Mercedes CLA200 d 2,0 AMG Line Shooting Brake au",494900,14000,2020,150,26,221,Diese,1.600,1.585,Automatis,5
"Mercedes C63 4,0 AMG S Cabriolet au",1249000,57000,2017,510,11,250,Benzin,,1.825,Automatis,2
"Mercedes CLA200 1,3 AMG Line au",434900,12000,2020,163,20,229,Benzin,1.600,1.310,Automatis,4
"Mercedes E200 2,0 AMG Line Cabriolet au",699900,65000,2017,184,14,234,Benzin,1.800,1.755,Automatis,2
Mercedes B250 e,399900,8000,2021,218,36,235,Benzin,1.600,1.725,Automatis,5
"Mercedes B220 d 2,2 au",299700,108000,2017,177,24,,Diese,,,Automatis,5
"Mercedes A180 1,8 CDi Urban au",149900,147000,2013,109,23,190,Diese,1.200,1.375,Automatis,5
"Mercedes E220 2,2 CDi Elegance stc. au",44900,369000,2003,150,13,207,Diese,2.100,1.700,Automatis,5
"Mercedes GLC43 3,0 AMG aut. 4Matic",1099900,10000,2020,390,16,250,Benzin,2.460,1.870,Automatis,5
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",569800,88000,2016,204,18,222,Diese,2.500,1.845,Automatis,5
