model,price,Kilometer,Årgang,Hestekræfter,Km/l,Tophastighed,Brændstoftype,Max. påhæng,Vægt,Gearkasse,Antal døre
"Mercedes C220 2,2 BlueTEC Avantgarde stc. au",219900,254000,2015,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes GLA200 1,3 AMG Line au",459900,15000,2021,163,19,210,Benzin,1.800,1.485,Automatis,5
Mercedes EQC400 AMG Line aut. 4Matic,619900,5000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes GLA200 1,3 AMG Line au",459900,10000,2021,163,19,210,Benzin,1.800,1.485,Automatis,5
"Mercedes C220 d 2,2 au",349800,16000,2018,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes V250 d 2,2 Avantgarde aut. ekstra lan",649900,92000,2017,190,17,206,Diese,2.000,2.070,Automatis,
"Mercedes S63 5,5 AMG Coupé aut. 4Matic",1799900,34000,2017,585,10,250,Benzin,,1.870,Automatis,2
"Mercedes GLE53 3,0 AMG aut. 4Matic+",2099900,10000,2020,435,12,250,Benzin,3.500,2.305,Automatis,5
"Mercedes C200 d 2,2 stc. au",269900,127000,2018,136,23,212,Diese,1.600,1.580,Automatis,5
"Mercedes A180 2,0 CDi",29900,201000,2010,109,20,186,Diese,,1.245,Manue,5
"Mercedes C300 h 2,2 Avantgarde stc. au",349800,110000,2016,204,26,238,Diese,1.600,1.765,Automatis,5
"Mercedes C220 d 2,2 Avantgarde au",279900,114000,2016,170,23,233,Diese,1.800,1.470,Automatis,4
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",549800,69000,2017,204,18,222,Diese,2.500,1.845,Automatis,5
"Mercedes CLS400 3,5 Shooting Brake aut. 4Matic",649500,97000,2015,333,12,250,Benzin,2.100,1.915,Automatis,5
"Mercedes E220 d 2,0 Avantgarde stc. au",479800,113000,2017,194,23,235,Diese,2.100,1.680,Automatis,5
"Mercedes GLC220 d 2,2 aut. 4Matic",519800,75000,2018,170,20,210,Diese,2.500,1.845,Automatis,5
"Mercedes C220 d 2,0 AMG Line au",469900,28000,2019,194,25,240,Diese,1.800,1.485,Automatis,4
"Mercedes E350 3,0 CDi Avantgarde stc. aut. BE",99900,508000,2010,231,14,240,Diese,2.100,1.825,Automatis,5
"Mercedes CLA200 2,2 CDi Urban Shooting Brake",207900,143000,2015,136,23,215,Diese,1.500,1.430,Manue,5
"Mercedes G350 d 3,0 au",449900,42000,2015,245,10,192,Diese,3.500,2.512,Automatis,5
"Mercedes E220 2,2 BlueTEC Avantgarde stc. au",239700,326000,2015,170,20,222,Diese,2.000,1.745,Automatis,5
Mercedes E400,699900,45000,2017,333,12,250,Benzin,1.800,1.555,Automatis,2
"Mercedes A180 1,5 CDi Urban au",199900,87000,2015,109,26,190,Diese,1.200,1.325,Automatis,5
"Mercedes E220 2,2 CDi Elegance au",39800,508000,2002,150,16,215,Diese,1.900,1.550,Automatis,4
"Mercedes CLA220 d 2,2 Shooting Brake au",307500,112000,2016,177,24,228,Diese,1.500,1.555,Automatis,5
"Mercedes C220 d 2,2 AMG Line stc. au",364700,61000,2018,170,21,231,Diese,1.800,1.615,Automatis,5
"Mercedes C220 d 2,0 Avantgarde stc. au",439800,17000,2018,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes C200 1,5 AMG Line stc. au",469900,17000,2020,184,18,235,Benzin,1.800,1.465,Automatis,5
Mercedes A45,419900,118000,2014,360,14,250,Benzin,1.400,1.555,Automatis,5
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",549800,92000,2017,204,20,222,Diese,2.500,1.845,Automatis,5
"Mercedes SLK230 2,3 Komp. au",90000,205000,1999,193,11,227,Benzin,,1.250,Automatis,2
Mercedes E350 d,259900,207540,2014,252,18,,Diese,,,,4
"Mercedes C220 2,2 BlueTEC AMG Line au",249900,198000,2015,170,23,233,Diese,1.800,1.570,Automatis,4
"Mercedes C220 d 2,0 au",499900,10000,2020,194,26,240,Diese,1.800,1.585,Automatis,4
"Mercedes C220 d 2,0 AMG Line stc. au",499900,16000,2020,194,25,233,Diese,1.800,1.545,Automatis,5
"Mercedes B180 1,5 CDi BE",159900,119000,2014,109,23,190,Diese,1.200,1.395,Manue,5
"Mercedes C220 d 2,2 AMG Line stc. au",337500,145000,2017,170,21,231,Diese,1.800,1.615,Automatis,5
"Mercedes E220 d 2,0 AMG Line au",529900,48000,2019,194,21,240,Diese,2.100,1.680,Automatis,4
"Mercedes A200 1,3 Progressive Line au",329900,35000,2019,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",309900,65000,2018,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",319900,57000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C200 1,5 Advantage au",149900,96000,2019,184,18,239,Benzin,1.800,1.405,Automatis,4
"Mercedes E220 d 2,0 Avantgarde stc. au",414900,105000,2018,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes C220 d 2,2 AMG Line stc. au",357500,88000,2017,170,21,231,Diese,1.800,1.615,Automatis,5
"Mercedes A180 1,5 CDi BE Edition",114800,209000,2014,109,26,190,Diese,1.200,1.295,Manue,5
"Mercedes GLC63 4,0 AMG S aut. 4Matic+",1479800,43000,2019,510,8,250,Benzin,2.200,1.910,Automatis,5
"Mercedes C220 d 2,0 Advantage AMG au",464990,8000,2020,194,25,240,Diese,1.800,1.485,Automatis,4
"Mercedes E350 3,0 CDi Avantgarde stc. aut. BE",149900,436000,2010,231,14,240,Diese,2.100,1.825,Automatis,5
"Mercedes CLS350 3,0 CDi Shooting Brake aut. 4Matic BE",379800,230000,2013,265,15,250,Diese,2.100,1.970,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",319900,58000,2018,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes E350 d 3,0 Avantgarde au",579900,41000,2017,258,19,250,Diese,2.100,1.800,Automatis,4
"Mercedes E220 2,2 CDi stc. aut. BE",159900,505000,2013,170,19,216,Diese,2.100,1.745,Automatis,5
"Mercedes E220 2,2 BlueTEC Edition E stc. au",258800,174000,2016,170,20,222,Diese,2.000,1.745,Automatis,5
"Mercedes A180 1,5 CDi Urban",144900,131000,2015,109,25,190,Diese,1.200,1.295,Manue,5
"Mercedes E350 3,0 CDi Avantgarde stc. aut. BE 5d",274800,185000,2012,265,,,Diese,,,Automatis,
Mercedes C300 e,459800,20000,2020,,33,250,other,,,,
Mercedes A250 e,359800,3000,2020,,37,235,other,,,,
"Mercedes C220 d 2,0 AMG Line stc. au",474900,30000,2020,194,25,233,Diese,1.800,1.545,Automatis,5
"Mercedes E220 d 2,0 AMG Line stc. au",479800,100000,2017,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes ML250 2,2 BlueTEC aut. 4Matic",289800,214000,2012,204,16,210,Diese,2.950,2.050,Automatis,5
"Mercedes E200 2,2 CDi stc. aut. BE",189900,349000,2012,136,19,203,Diese,2.100,1.745,Automatis,5
"Mercedes E220 d 2,0 AMG Line stc. au",399900,148000,2016,194,22,,Diese,,,Automatis,5
"Mercedes 350 SL 3,5 V8 Cabriole",179800,0,1972,200,,,Benzin,,,Manue,2
"Mercedes ML63 5,5 AMG Performance au",849900,113000,2013,557,8,250,Benzin,3.050,2.345,Automatis,5
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",429900,148000,2015,204,20,222,Diese,2.500,1.845,Automatis,5
"Mercedes E400 3,0 AMG Line Cabriolet aut. 4Matic",849900,73000,2018,333,12,250,Benzin,1.800,1.935,Automatis,2
"Mercedes E270 3,2 7 personers",79800,433000,2005,,,,Diese,,,Automatis,
"Mercedes A200 1,3 Progressive Line au",339880,39000,2018,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes E200 2,0 Coupé au",499900,19000,2017,184,16,240,Benzin,1.800,1.555,Automatis,2
Mercedes GLE63,1199900,82000,2017,585,8,250,Benzin,3.500,2.250,Automatis,5
"Mercedes A200 1,3 AMG Line au",374900,10000,2020,163,20,225,Benzin,1.600,1.375,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",424900,8000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes E500 5,0 Avantgarde au",149900,192000,2004,306,8,250,Benzin,1.900,1.625,Automatis,4
Mercedes A250 e,399800,8000,2020,,36,235,other,,,,
"Mercedes GLC350 e 2,0 Exclusive aut. 4Matic",597500,85000,2017,320,25,235,Benzin,2.000,2.025,Automatis,5
"Mercedes E350 3,0 BlueTEC Edition E stc. au",399900,70000,2016,258,18,245,Diese,2.100,1.855,Automatis,5
"Mercedes GLA200 1,6",319900,59771,2017,156,17,215,Benzin,1.400,1.295,Manue,5
Mercedes EQC400 AMG Line aut. 4Matic,639800,2000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes C220 d 2,0 Avantgarde stc. aut. 4Matic",389900,61000,2018,194,21,233,Diese,1.800,1.615,Automatis,5
"Mercedes C220 d 2,2 AMG Line stc. au",349900,61000,2017,170,21,229,Diese,1.800,1.515,Automatis,5
"Mercedes GLC300 2,0 Coupé aut. 4Matic",649900,35013,2018,245,14,,Benzin,,,Automatis,5
"Mercedes B180 d 1,5 Business au",219800,70000,2017,109,24,190,Diese,1.200,1.450,Automatis,5
Mercedes EQC400 AMG Line aut. 4Matic,649900,5000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes GLC220 d 2,2 aut. 4Matic",374500,183000,2016,170,20,210,Diese,2.500,1.845,Automatis,5
"Mercedes E220 d 2,0 Avantgarde stc. au",317500,195000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes CL500 5,5 V8 au",349800,146000,2008,388,8,250,Benzin,,1.995,Automatis,2
Mercedes EQC400 Edition 1886 aut. 4Matic,594900,11000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes A250 e 1,3 AMG Line au",419900,2000,2020,218,36,235,Benzin,1.600,1.680,Automatis,5
"Mercedes A220 d 2,0 au",349900,45000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes E300 de 2,0 Avantgarde stc. au",614900,7000,2020,306,31,250,Diese,2.100,2.145,Automatis,5
"Mercedes E300 de 2,0 Exclusive stc. au",519900,26000,2019,306,27,250,Diese,2.100,2.040,Automatis,5
"Mercedes E300 de 2,0 AMG Line stc. au",634900,9000,2021,306,31,250,Diese,2.100,2.145,Automatis,5
"Mercedes C220 2,2 BlueTEC Avantgarde stc. au",254900,142000,2015,170,22,229,Diese,1.800,1.515,Automatis,5
"Mercedes GLE500 4,7 AMG Line aut. 4Matic",850000,75000,2016,435,10,250,Benzin,3.500,2.235,Automatis,5
"Mercedes E220 2,2 CDi Avantgarde aut. BE",179800,202000,2012,170,20,227,Diese,1.900,1.635,Automatis,4
"Mercedes GLC220 d 2,2 aut. 4Matic",447500,85000,2016,170,20,210,Diese,2.500,1.845,Automatis,5
"Mercedes C200 2,2 CDi stc. BE",179800,166000,2013,136,21,209,Diese,1.800,1.515,Manue,5
"Mercedes E220 d 2,0 Business au",377500,95000,2017,194,26,240,Diese,2.100,1.680,Automatis,4
"Mercedes E220 d 2,0 Business stc. au",317500,186000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes C220 d 2,2 stc. au",297500,130000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes C200 2,0 au",299500,78000,2017,184,18,237,Benzin,1.800,1.465,Automatis,4
Mercedes C220 d,299900,101000,2018,170,23,229,Diese,1.800,1.515,Automatis,5
Mercedes C220 d,309900,79000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes GLC350 d 3,0 Coupé aut. 4Matic",589900,45000,2016,258,17,238,Diese,2.500,1.915,Automatis,5
Mercedes C220 d,299900,98000,2018,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes GLC43 3,0 AMG aut. 4Matic",789900,40000,2017,367,12,250,Benzin,2.460,1.845,Automatis,5
"Mercedes S350 3,5 aut. 4Matic BE",,132000,2011,306,12,250,Benzin,2.100,1.880,Automatis,4
"Mercedes E220 d 2,0 Business au",399700,83000,2018,194,26,240,Diese,2.100,1.680,Automatis,4
"Mercedes C250 2,0 AMG Line stc. au",439800,60000,2016,211,22,244,Benzin,1.800,1.445,Automatis,5
Mercedes C220 d,299900,97000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes CLS350 3,0 CDi AMG Line Shooting Brake aut. 4Matic",449800,159000,2013,265,15,250,Diese,2.100,1.970,Automatis,5
"Mercedes E220 d 2,0 Avantgarde au",399800,120000,2016,194,26,240,Diese,2.100,1.680,Automatis,4
"Mercedes GLA200 1,3 AMG Line au",494900,14000,2020,163,19,210,Benzin,1.800,1.485,Automatis,5
"Mercedes V250 d 2,2 AMG Line aut. 4Matic lan",849800,93000,2017,190,15,,Diese,,,Automatis,
Mercedes EQC400 AMG Line aut. 4Matic,599900,14000,2020,408,44,180,other,1.800,2.395,Automatis,5
Mercedes E300 de,639900,14000,2021,306,31,250,Diese,2.100,2.145,Automatis,5
"Mercedes CLA200 1,6 au",329700,37000,2018,156,18,230,Benzin,1.400,1.430,Automatis,4
"Mercedes C220 d 2,2 stc. au",295000,123000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes C220 d 2,2 Avantgarde stc. au",299900,180000,2018,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes Sprinter 311 2,2 CDi R2 Kombi",499900,18000,2008,109,,,Diese,,,Manue,5
"Mercedes A180 d 1,5 CDI Business  5d 6",179900,121000,2016,109,26,190,Diese,,1.960,Manue,5
"Mercedes CLA200 2,2 CDi Urban Shooting Brake au",224900,145000,2015,136,26,215,Diese,1.500,1.555,Automatis,5
"Mercedes A200 2,2 CDi",134900,187000,2014,136,24,210,Diese,1.500,1.355,Manue,5
"Mercedes E43 3,0 AMG stc. aut. 4Matic",849900,43000,2017,401,12,250,Benzin,2.100,1.840,Automatis,5
"Mercedes 200 E 2,0",69500,147000,1987,,,,Benzin,,,Manue,4
"Mercedes E220 2,2 BlueTEC Edition E stc. au",289900,121000,2015,170,21,222,Diese,2.000,1.745,Automatis,5
"Mercedes B200 2,2 CDi aut. 4Matic",239000,145000,2015,136,20,207,Diese,1.500,1.575,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",309900,65000,2016,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes Citan 112 1,2",399900,16000,2018,114,16,,Benzin,,1.395,Manue,
Mercedes C220 d,259900,165000,2016,,23,,,,,,
"Mercedes C220 2,2 BlueTEC AMG Line",189900,224000,2014,170,24,234,Diese,1.800,1.550,Manue,4
"Mercedes C220 2,2 CDi Avantgarde stc. au",70000,386000,2009,170,16,220,Diese,1.800,1.575,Automatis,5
"Mercedes GLC43 3,0 AMG aut. 4Matic",829900,56000,2017,367,12,250,Benzin,2.460,1.845,Automatis,5
"Mercedes C450 3,0 AMG Sport stc. aut. 4Matic",599900,67000,2016,367,13,250,Benzin,1.800,1.735,Automatis,5
"Mercedes C220 d 2,2 stc. au",295000,131000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes C220 d 2,2 stc. au",297500,131000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 2,2 BlueTEC stc. au",239700,172000,2015,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes A200 d 2,0 Progressive Line au",339900,18000,2020,150,26,220,Diese,1.600,1.290,Automatis,5
"Mercedes CLA200 2,2 CDi au",229900,131000,2015,136,26,220,Diese,1.500,1.425,Automatis,4
"Mercedes A200 d 2,2 Urban au",238800,80000,2016,136,25,210,Diese,1.500,1.385,Automatis,5
"Mercedes A200 1,3 AMG Line au",329800,39000,2018,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes A200 1,3 AMG Line au",389900,7000,2020,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",429900,9000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes CLS350 3,0 CDi AMG Line Shooting Brake aut. 4Matic",499900,118000,2014,265,15,250,Diese,2.100,1.970,Automatis,5
"Mercedes C220 2,2 CDi Classic stc. au",89900,320000,2008,170,15,220,Diese,1.800,1.575,Automatis,5
"Mercedes S63 4,0 AMG Coupé aut. 4Matic+",2949900,20000,2019,612,10,250,Benzin,,2.080,Automatis,2
"Mercedes C220 d 2,0 Avantgarde stc. au",394900,41000,2019,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes A180 1,5 CDi Urban",165000,113000,2013,109,25,190,Diese,1.200,1.295,Manue,5
"Mercedes A200 d 2,0 AMG Line au",414900,10000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
Mercedes EQC400 Edition 1886 aut. 4Matic,599900,11000,2019,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes CLA200 d 2,2 Shooting Brake",239900,150000,2017,136,23,215,Diese,1.500,1.530,Manue,5
"Mercedes 220 SE 2,2",,86000,1965,120,,,Benzin,,,Manue,4
"Mercedes A200 1,3 Progressive Line au",304900,30000,2019,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes B180 d 1,5 Urban",214900,38000,2018,109,24,190,Diese,1.200,1.395,Manue,5
"Mercedes C180 2,2 CDi BE",149900,100000,2014,120,21,208,Diese,1.800,1.465,Manue,4
"Mercedes C220 d 2,2 Business stc. au",309800,67000,2018,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes GLC300 2,0 aut. 4Matic",529900,61000,2018,245,14,236,Benzin,2.400,1.735,Automatis,5
"Mercedes CLA200 d 2,2 Final Edition au",394900,39000,2019,136,20,220,Diese,1.500,1.425,Automatis,4
"Mercedes C200 2,0 AMG Line stc. au",369900,67000,2018,184,17,233,Benzin,1.800,1.425,Automatis,5
Mercedes C200,499800,81000,2018,184,16,233,Benzin,1.800,1.565,Automatis,2
"Mercedes E350 d 3,0 T 3,0 Bluetec Avantgarde 9G-Tronic 258HK Stc",469990,100000,2017,258,,,Diese,,,,5
Mercedes GLE350 d,569900,145000,2016,258,15,225,Diese,2.950,2.175,Automatis,5
"Mercedes E350 3,0 CDi Avantgarde stc. aut. 4Matic BE",274500,190000,2011,265,14,247,Diese,2.100,1.910,Automatis,5
"Mercedes C220 d 2,2 Avantgarde stc. au",339900,52000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes B180 d 1,5 Business",139900,190000,2015,109,24,190,Diese,1.200,1.395,Manue,5
"Mercedes S320 3,0 CDi au",99900,562000,2008,235,12,250,Diese,2.100,1.850,Automatis,4
"Mercedes 500 SL 5,0 Cabriolet au",249500,242000,1989,326,,,Benzin,,,Automatis,2
"Mercedes C180 1,8 Komp. stc",115000,144000,2008,156,13,218,Benzin,1.700,1.460,Manue,5
"Mercedes A200 1,3 Progressive 7G-DCT  4d 7g Au",50000,123400,2015,163,,,Benzin,,,Automatis,
"Mercedes C220 d 2,2 au",295000,95000,2017,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes CLA200 2,2 CDi Urban",259900,102000,2015,136,24,220,Diese,1.500,1.500,Manue,4
"Mercedes E300 de 2,0 AMG Line stc. au",549800,32000,2019,306,26,250,Diese,2.100,2.040,Automatis,5
"Mercedes CLA200 d 2,2 au",289800,77000,2018,136,25,220,Diese,1.500,1.525,Automatis,4
"Mercedes A200 1,3 AMG Line au",399900,4000,2020,163,21,225,Benzin,1.600,1.375,Automatis,5
Mercedes C300 de,469900,28000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes C200 2,1 Cdi",100000,288888,2010,135,,,Diese,,,Automatis,
"Mercedes C220 d 2,2 au",295000,95000,2017,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes E320 3,0 CDi Elegance au",54900,403000,2007,224,14,250,Diese,1.900,1.650,Automatis,4
"Mercedes CLA200 1,6 Shooting Brake au",274880,116000,2016,156,18,225,Benzin,1.400,1.460,Automatis,5
"Mercedes C220 d 2,0 Avantgarde stc. au",399800,32000,2019,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes E250 2,5",24900,554000,1994,113,,,Diese,,,Manue,4
"Mercedes 380 SE 3,0",69600,390000,1985,,,,Benzin,,,Manue,4
"Mercedes E300 3,0 CDi Avantgarde aut. BE",199900,144000,2011,204,14,240,Diese,2.100,1.725,Automatis,4
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",459900,142000,2015,204,20,222,Diese,2.500,1.845,Automatis,5
"Mercedes A200 1,3 Progressive Premium au",334700,28000,2019,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes E300 de 2,0 Avantgarde stc. aut. 4Matic",624900,7000,2021,306,30,230,Diese,2.100,2.215,Automatis,5
"Mercedes C63 AMG 4,0 4-Matic 7G-DCT  Cabr. 7g Au",90000,50000,2019,476,,,Benzin,,,Automatis,
"Mercedes E300 de 2,0 AMG Line stc. aut. 4Matic",629900,5000,2021,306,30,230,Diese,2.100,2.215,Automatis,5
"Mercedes ML350 3,0 Bluetec 4-Matic  5d 7g Au",150000,170000,2015,258,,,Diese,,,Automatis,
"Mercedes - 4,0 GT 63 S  V8 AMG Speedshift  4d 9g Au",150000,10000,2021,639,,,Benzin,,,Automatis,
"Mercedes C220 d 2,1 Bluetec Avantgarde 7G-Tronic Plus  Au",75000,50000,2016,170,,,Diese,,,Automatis,
"Mercedes C220 2,2 BlueTEC Business stc. au",249900,108000,2015,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 au",295000,84000,2017,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes C220 d 2,2 Business stc. au",329900,38000,2016,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes E220 2,2 CDi Avantgarde aut. BE",249500,129000,2012,170,20,227,Diese,1.900,1.635,Automatis,4
"Mercedes C250 2,0 AMG Line au",429800,121000,2016,211,19,250,Benzin,1.800,1.380,Automatis,4
"Mercedes E220 d 2,0 Avantgarde stc. au",439800,78000,2017,194,23,235,Diese,2.100,1.680,Automatis,5
"Mercedes C220 d 2,2 stc. au",289900,121000,2016,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C200 2,0 au",335000,56000,2017,184,19,237,Benzin,1.800,1.465,Automatis,4
"Mercedes E200 2,0 Coupé au",339900,29000,2014,184,17,240,Benzin,1.800,1.515,Automatis,2
"Mercedes C220 2,2 BlueTEC stc. au",249700,176000,2015,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C300 de T 2,0 CDI 9G-Tronic 316HK Stc 9g Au",474800,10,2020,,77,,other,,,,
"Mercedes C300 de T 2,0 CDI 9G-Tronic 316HK Stc 9g Au",474800,10,2020,,77,,other,,,,
"Mercedes E220 2,2 CDi Avantgarde stc. au",209900,222000,2014,170,18,216,Diese,2.100,1.845,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",289999,133000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes E350 d 3,0 au",379800,218000,2017,258,20,250,Diese,2.100,1.800,Automatis,4
"Mercedes C220 2,2 CDi Avantgarde stc. aut. BE",170000,196000,2012,170,20,219,Diese,1.800,1.565,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",499800,9000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes C220 d 2,0 AMG Line au",408900,86000,2018,194,25,240,Diese,1.800,1.485,Automatis,4
"Mercedes E220 d 2,0 Avantgarde stc. au",365000,96000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes C220 d 2,2 au",285000,113000,2017,170,21,235,Diese,1.800,1.570,Automatis,4
"Mercedes E280 3,2 CDi Elegance stc. au",69800,482000,2005,177,13,220,Diese,2.100,1.775,Automatis,5
"Mercedes C220 d 2,0 Avantgarde stc. au",437900,9000,2020,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes C220 d 2,0 AMG Line stc. au",419900,74000,2018,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",529800,6000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes E220 d 2,0 AMG Line au",439900,95000,2017,194,23,240,Diese,2.100,1.680,Automatis,4
"Mercedes E350 d 3,0 Avantgarde au",415000,121000,2017,258,19,250,Diese,2.100,1.800,Automatis,4
"Mercedes C220 d 2,2 AMG Line stc. au",339900,143000,2017,170,21,231,Diese,1.800,1.615,Automatis,5
"Mercedes E350 d 3,0 AMG Line Coupé aut. 4Matic",769900,87000,2018,258,15,242,Diese,1.800,1.635,Automatis,2
"Mercedes C220 d 2,2 stc. au",279900,133000,2016,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",389900,8000,2020,150,26,220,Diese,1.600,1.290,Automatis,5
"Mercedes A220 2,0 AMG Line aut. 4Matic",459900,11000,2020,190,18,235,Benzin,1.800,1.405,Automatis,5
"Mercedes CLK320 3,2 Elegance au",79800,189000,2000,218,10,240,Benzin,1.500,1.400,Automatis,2
"Mercedes A200 d 2,0 AMG Line au",404900,10000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",414900,10000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",384900,8000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",419900,11000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes C220 d 2,2 stc. au",295000,153000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
Mercedes C43,869900,32000,2019,390,10,250,Benzin,1.000,1.750,Automatis,2
"Mercedes C220 d 2,2 au",295000,98000,2017,170,21,235,Diese,1.800,1.570,Automatis,4
"Mercedes CLS350 3,0 CDi aut. 4Matic",289999,236000,2014,265,15,250,Diese,,1.775,Automatis,4
"Mercedes C220 d 2,2 AMG Line au",349800,85000,2016,170,22,233,Diese,1.800,1.470,Automatis,4
"Mercedes C180 2,2 CDi Avantgarde stc. BE",134900,265000,2014,120,21,201,Diese,1.800,1.515,Manue,5
"Mercedes SLK230 2,3 Komp. au",129900,118000,1998,193,11,227,Benzin,,1.250,Automatis,2
"Mercedes C250 d 2,2 AMG Line stc. aut. 4Matic",439800,125000,2017,204,20,235,Diese,1.800,1.710,Automatis,5
"Mercedes C250 d 2,2 AMG Line Coupé aut. 4Matic",549900,65000,2017,204,21,240,Diese,1.800,1.685,Automatis,2
"Mercedes C250 2,2 BlueTEC AMG Line au",334900,148000,2015,204,20,247,Diese,1.800,1.495,Automatis,4
"Mercedes GLC220 d 2,2 aut. 4Matic",419800,125000,2016,170,20,210,Diese,2.500,1.845,Automatis,5
Mercedes GL350,859900,57000,2015,258,13,220,Diese,3.500,2.355,Automatis,5
"Mercedes B180 d 1,5 Urban au",240000,107000,2017,109,24,190,Diese,1.200,1.450,Automatis,5
"Mercedes C220 d 2,2 Avantgarde stc. au",329900,133000,2018,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",319800,59000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 stc. au",295000,154000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes E350 3,5 CGi Coupé aut. BE",249900,135000,2009,292,12,250,Benzin,1.800,1.570,Automatis,2
"Mercedes B200 d 2,2 Business au",189700,150000,2017,136,24,210,Diese,1.500,1.505,Automatis,5
"Mercedes E63 4,0 AMG S stc. aut. 4Matic+",1399800,56000,2017,612,11,250,Benzin,,2.070,Automatis,5
"Mercedes E220 2,2 CDi Avantgarde BE",219900,170000,2011,170,20,228,Diese,1.900,1.635,Manue,4
